speech_id,file,year,sentence,negative,neutral,positive,compound score
speech_00040,parnell_source_00152,1876,"Mr. Parnell gave notice that on Monday next he would ask the Secretary for Ireland a question relative to the number of cases of murder and manslaughter tried at the late assizes in Ireland, the number of acquittals, and whether in cases of there being any default of justice in the results ascertained the Government intended to introduce any measure to remedy the evil.",0.172,0.749,0.079,-0.8779
speech_00047,parnell_source_00199,1876,"MR. PARNELL said, the right hon. Gentleman the Prime Minister had spoken of two of the prisoners as being murderers, meaning those who had been convicted at Manchester.",0.288,0.712,0,-0.8779
speech_00047,parnell_source_00199,1876,"If any hon. Member would take the trouble to read the evidence if the right hon. Gentleman himself would take the trouble to read the book, he would see that the evidence against Condon was given in full, and he would find that there was not a particle of evidence to connect him with that murder.",0.163,0.837,0,-0.8779
speech_00047,parnell_source_00200,1876,"If any hon. member will take the trouble to read the evidence   if the right hon. gentleman himself will take the trouble to read this book he wil see that the evidence against Condon is given in full, and he will find that there is not a particle of evidence to connect him with that murder .",0.163,0.837,0,-0.8779
speech_00047,parnell_source_00201,1876,"Mr. Parnell said that the Prime Minister had spoken of some of the political prisoners as being murderers, meaning those who had been convicted at Manchester.",0.305,0.695,0,-0.8779
speech_00047,parnell_source_00208,1876,"If any hon. member will take the trouble to read the evidence   if the right hon. gentleman himself will take the trouble to read the book he will see that the evidence against Condon is given in full, and he will find that there is not a particle of evidence to connect him with that murder .",0.163,0.837,0,-0.8779
speech_00047,parnell_source_00220,1876,"Mr. Parnell, who seconded the motion for the adjournment of the house, said the Prime Minister had spoken of two of the prisoners as being murderers, meaning those who had been convicted at Manchester.",0.246,0.754,0,-0.8779
speech_00047,parnell_source_00222,1876,"If any hon member will take the trouble to read the evidence   if the right hon gentleman himself will take the trouble to read this book he will see that the evidence against Condon is given in full, and he will find that there is not a particle of evidence to connect him with that murder .",0.163,0.837,0,-0.8779
speech_00047,parnell_source_00229,1876,"If any hon. member will take the trouble to read the evidence   if the right hon. gentleman himself will take the trouble to read this book   he will see that the evidence against Condon is given in full, and he will find that there is not a particle of evidence to connect him with that murder .",0.163,0.837,0,-0.8779
speech_00050,parnell_source_00255,1886,"Mr. Lynch, in obeying the commands of the dictator, has for the moment closed the chapter which will tell how the germs of the anti Parnellite rebellion broke out in Galway.",0.318,0.682,0,-0.8779
speech_00052,parnell_source_00267,1886,But it would be most unfortunate if the result of such a standard of comparison as the right hon gentleman has selected should be to impoverish the Irish Exchequer.,0.261,0.739,0,-0.8804
speech_00052,parnell_source_00269,1886,But it would be most unfortunate if the result of such a standard of comparison as the right hon gentleman has selected should be to impoverish the Irish exchequer.,0.261,0.739,0,-0.8804
speech_00052,parnell_source_00270,1886,But it would be most unfortunate if the result of such a standard of comparison as the right hon. gentleman has selected should be to impoverish the Irish Exchequer.,0.261,0.739,0,-0.8804
speech_00052,parnell_source_00271,1886,But it would be most unfortunate if the result of such a standard of comparison as the right hon. gentleman has selected should be to impoverish the Irish Exchequer.,0.261,0.739,0,-0.8804
speech_00052,parnell_source_00272,1886,But it would be most unfortunate if the result of such a standard of comparison as the right hon. gentleman has selected should be to impoverish the Irish exchequer.,0.261,0.739,0,-0.8804
speech_00052,parnell_source_00281,1886,But it would be most unfortunate if the result of such a standard of comparison as the right hon. gentleman has selected should be to impoverish the Irish Exchequer.,0.261,0.739,0,-0.8804
speech_00065,parnell_source_00295,1880,"Now, at that moment, the people of Ireland were getting weaker and weaker, and were becoming more liable to the fever  spotted typhus fever which had broken out in Galway.",0.301,0.699,0,-0.8805
speech_00053,parnell_source_00282,1886,"You have had, Sir, during those five years I do not say this to inflame passion or awaken bitter memories you have had during those five years the suspension of the Habeas Corpus Act; you have had a thousand of your Irish fellow subjects held in prison without specific charge, many of them for long periods of time, some of them for 20 months, without trial and without any intention of placing them on trial I think of all these thousand persons arrested under the Coercion Act of the late Mr. Forster scarcely a dozen were put on their trial; you have had the Arms Acts; you have had the suspension of trial by jury all during the last five years.",0.111,0.866,0.023,-0.8807
speech_00058,parnell_source_00288,1880,"At the same time, the Rules of this House I do not express an opinion or venture to argue whether it is right or wrong permit Members of this House who are disatisfied with the answer to a Question they have received from Ministers to refer to the Question and express their dissatisfaction, and, in order to put themselves in Order, they may conclude with a Motion.",0.157,0.843,0,-0.8807
speech_00060,parnell_source_00290,1880,"The right hon. Gentleman pointed out that the result of carrying out the arrangement made between the Prime Minister and himself  would be to put off the further stages of the Bill until a very late period of the Session, and that the people of Ireland would be deprived of the benefit of the Bill; and, amongst other things, they would be deprived of the grant for fishery piers, and that, consequently, the fishing industry on the North West and West coasts of Ireland would be materially injured, and the starving population suffer during the ensuing season.",0.142,0.808,0.05,-0.8807
speech_00075,parnell_source_00325,1886,"No, Sir; I have no belief at all in the talk either of the danger of separation or the danger to the Protestant minority.",0.371,0.629,0,-0.8807
speech_00081,parnell_source_00335,1880,"It was a common saying in legal circles, over in Ireland, If you have a bad cause abuse the plaintiff's attorney; and so he supposed Mr. Kavanagh thought that the best thing he could do was to abuse him, since he knew his cause was hopeless.",0.254,0.648,0.097,-0.8807
speech_00038,parnell_source_00155,1876,"Fenianism is a noxious plant which only flowers in America, and would not flourish to any great extent even there unless it were carefully cultivated and nursed   though, it must be said, not for its beauty, but for the irritating poison to be extracted out of its roots and flowers.",0.218,0.719,0.064,-0.8817
speech_00070,parnell_source_00300,1880,"He qualified that statement by a further one, that a very small minority of the Irish landlords had committed injustice, or were likely to commit injustice; but, at the same time, the fact remained that the right hon. Gentleman was now asking them for a sum of money which he anticipated he would be obliged to use for the purpose of working injustice to some, at all events, of the tenants in Ireland, and for the purpose of defeating the object of the Legislature as defined by the Land Act of 1870.",0.131,0.82,0.049,-0.882
speech_00052,parnell_source_00277,1886,"We must pay it, and we will pay it ; but it would be most unfortunate if the election of such a standard as that which the right hon. gentleman has chosen should be the future poverty of the Irish Exchequer.",0.244,0.756,0,-0.8831
speech_00038,parnell_source_00147,1876,"... Mr. Parnell   I beg to ask the Secretary of State for the Home Department whether Edward O'Meagher Condon, an American citizen, is now a prisoner in Spike Island Convict Prison, and, if so, whether he has been handcuffed or chained in his cell during any portion of his imprisonment, and, if so, how often, and for how long a period, and for what reason such imprisonment has been inflicted.",0.152,0.848,0,-0.8834
speech_00052,parnell_source_00266,1886,"Every violent speech, every criminal action, will be so many nails driven into the coffin of their Constitution.",0.407,0.593,0,-0.8834
speech_00052,parnell_source_00267,1886,"Every violent speech, every criminal action will be so many nails driven into the coffin of that constitution.",0.407,0.593,0,-0.8834
speech_00052,parnell_source_00269,1886,"Every violent speech, every criminal action, will be so many nails driven in the coffin of that constitution.",0.407,0.593,0,-0.8834
speech_00052,parnell_source_00271,1886,"Every violent speech, every criminal action, will be so many nails driven in the coffin of that constitution.",0.407,0.593,0,-0.8834
speech_00052,parnell_source_00272,1886,"Every violent speech, every criminal action, will be so many nails driven in the coffin of that constitution.",0.407,0.593,0,-0.8834
speech_00052,parnell_source_00274,1886,"Every violent speech, every criminal action, will be so many nails driven into the coffin of their Constitution.",0.407,0.593,0,-0.8834
speech_00052,parnell_source_00278,1886,"Every violent speech, every criminal action, would be so many nails driven into the coffin of that Constitution.",0.407,0.593,0,-0.8834
speech_00052,parnell_source_00281,1886,"Every violent speech, every criminal action will be so many nails driven into the coffin of that Constitution.",0.407,0.593,0,-0.8834
speech_00091,parnell_source_00346,1885,"But I am bound, my Lord Mayor and gentlemen, in my position, to express my conviction that such occurrences as these which have taken place in Kerry recently are producing an enormous evil and mischief to the cause of Irish nationality .",0.197,0.803,0,-0.8847
speech_00053,parnell_source_00282,1886,The right hon. Gentleman has sought I think very unfairly to cast a lurid light upon the situation by an allusion to those unhappy outrages which have occurred in Kerry.,0.322,0.678,0,-0.8858
speech_00053,parnell_source_00302,1886,"Sir, the right hon gentleman has sought, I think very unfairly, to cast a lurid light upon the situation by an allusion to those unhappy outrages which have been occurring in Kerry .",0.305,0.695,0,-0.8858
speech_00053,parnell_source_00303,1886,"The right hon. gentleman has sought, I think very unfairly, to cast a lurid light upon the situation by an allusion to those unhappy outrages which have occurred in Kerry.",0.322,0.678,0,-0.8858
speech_00023,parnell_source_00093,1875,"He would stand to the national cause, above all to bring about the liberation of their fellow countrymen who were dying a living death in English prisons .",0.311,0.689,0,-0.886
speech_00052,parnell_source_00266,1886,"He went over to Ireland to fight a battle which was not his to fight the battle of the Irish landlords, and he stuck to his post.",0.371,0.629,0,-0.886
speech_00052,parnell_source_00267,1886,"He went over to Ireland to fight out a battle which was not his, and to fight the battle of the Irish landlords, and he stuck to his post .",0.35,0.65,0,-0.886
speech_00052,parnell_source_00269,1886,"He went over to Ireland to fight out a battle which was not his, and to fight the battle of the Irish landlords, and he stuck to his post .",0.35,0.65,0,-0.886
speech_00052,parnell_source_00271,1886,"He went over to Ireland to fight out a battle which was not his, and to fight the battle of the Irish landlords, and he stuck to his post.",0.35,0.65,0,-0.886
speech_00052,parnell_source_00272,1886,"He went over to Ireland to fight out a battle which was not his, and to fight the battle of the Irish landlords, and he stuck to his post .",0.35,0.65,0,-0.886
speech_00052,parnell_source_00274,1886,"He went over to Ireland to fight a battle which was not his   to fight the battle of the Irish landlords, and he stuck to his post.",0.371,0.629,0,-0.886
speech_00052,parnell_source_00277,1886,He went over to Ireland to fight out a battle which was not his   to fight the battle of the Irish landlords   and he stuck to his post .,0.36,0.64,0,-0.886
speech_00052,parnell_source_00281,1886,"He went over to Ireland to fight out a battle which was not his own, and to fight the battle of the Irish landlords, and he stuck to his post.",0.341,0.659,0,-0.886
speech_00091,parnell_source_00346,1885,"They had gone through in these five years, suffering, danger, doubt, and uncertainty.",0.559,0.441,0,-0.886
speech_00072,parnell_source_00305,1880,"Neither are the Irish people idle, except as the land system under which they live reduces them to penury and to shiftlessness and starvation.",0.365,0.635,0,-0.8885
speech_00072,parnell_source_00306,1880,"Our Irish famines are not famines of food, they are famines of means with which to buy food.",0.412,0.588,0,-0.8885
speech_00047,parnell_source_00223,1876,"As for Mr. Parnell, he called attention to the fact that one of the two prisoners convicted of a Fenian offence was an Irishman and had been sentenced to fifteen years' penal servitude, and the other was an Englishman and had been sentenced to seven years'; and he held it not improbable that the first was doubly punished because he was an Irishman and had excited the prejudices of an English Judge.",0.197,0.774,0.029,-0.891
speech_00053,parnell_source_00302,1886,"I have not had time to look at the series of letters on the question to which he refers, but the part of the letters that he quoted to prove that the articles went to show that the linen trade was the curse of Ulster was one passage out of many letters intended to prove that the linen trade had been the curse of Ulster, not directly but indirectly, because it enabled the landlords to extract rack rents from tenants on which the landlords otherwise would not have insisted , and I don’t think that in his argument the right hon gentleman was fair in seeking to carry the matter further than that   indeed he did not attempt to carry it further.",0.097,0.871,0.031,-0.8922
speech_00078,parnell_source_00349,1885,"Well you can see the abominable unfairness of writing to the Times and making a deliberate misstatement   I won't call it a falsehood, because I don't know whether this Mr. Saunderson really knew that he was telling a lie or not   of making a deliberate misstatement with regard to a prisoner whose release we are attempting to obtain .",0.237,0.696,0.067,-0.8954
speech_00089,parnell_source_00344,1880,"It might almost be thought enough, he cautioned, to judge the Irish land system by its results: that a system which produced famine so frequently, a system which caused the forced emigration of large numbers of the population, would be condemned without even a trial other than the very long trial we had unfortunately had of it already.",0.188,0.812,0,-0.8957
speech_00086,parnell_source_00340,1880,"It would be useless for me to say that I am not worthy of the reception you have given me to night, because, of course, it is evident that you have given it to the cause I represent, the cause of a suffering and starving people.",0.232,0.768,0,-0.8958
speech_00084,parnell_source_00338,1880,They would have endeavoured instantly to have reformed the wrongs of the landlords which have led to  THESE HORRIBLE SCENES AND TERRIBLE SUFFERINGS; but they have done nothing of the kind.,0.33,0.67,0,-0.896
speech_00032,parnell_source_00118,1876,"It was not worth the while of the Government to keep Ireland in a chronic state of discontent by keeping these men in prison, and the Government could do nothing which would give such satisfaction to Irishmen as the release of the political prisoners.",0.27,0.677,0.053,-0.8971
speech_00032,parnell_source_00122,1876,"It was not worth while of the Government to keep Ireland in a chronic state of discontent by keeping these men in prison, and the Government could do nothing which would give such satisfaction to Irishmen as the release of the political prisoners.",0.275,0.671,0.054,-0.8971
speech_00032,parnell_source_00144,1876,"It was not worth the while of the Government to keep Ireland in a chronic state of discontent by keeping these men in prison, and the government could do nothing which would give such satisfaction to Irishmen as the release of the political prisoners.",0.27,0.677,0.053,-0.8971
speech_00059,parnell_source_00289,1880,"For his own part, he should take every opportunity of showing the Government in the present crisis the urgent necessity of doing something more than they had been doing, and for attempting, at any rate, to put a stop to the terrible scenes of suffering and privation which at present existed.",0.246,0.681,0.073,-0.8979
speech_00070,parnell_source_00300,1880,"He was informed, upon good legal authority, that there was considerable doubt whether the Government had power to charge the cost of the extra police drafted into a district on the report of apprehended disturbances, or apprehended riots, or past disturbances, or crimes there was doubt whether power existed in the Government, under the 4  5 Vict., to levy the cost of such extra police upon the districts or baronies into which they might be sent.",0.192,0.742,0.066,-0.8979
speech_00053,parnell_source_00283,1886,"But when I denounce outrage I denounce them in every part of Ireland, whether they occur in Ulster or in Kerry.",0.406,0.594,0,-0.899
speech_00065,parnell_source_00295,1880,"But, unless some relief were given to the bankrupt Poor Law Boards, it would be impossible to make any change in the scale of diet which they were obliged to adopt With the object, therefore, of preventing further sickness and loss of life in Ireland, he begged to move the insertion of the Amendment of which he had given Notice, such Amendment to be taken, as he proposed, in connection with the next Amendment standing in his name.",0.182,0.753,0.066,-0.899
speech_00053,parnell_source_00302,1886,"But when I denounce outrages, I denounce them, sir, in all parts of Ireland , whether they occur in Ulster or in Kerry.",0.392,0.608,0,-0.899
speech_00025,parnell_source_00098,1875,"How baffled and utterly destroyed have all their attempts been, and how discomfited must they find themselves now with no political future before them    with the execrations of the Irish people piled upon their heads !",0.279,0.721,0,-0.8997
speech_00025,parnell_source_00099,1875,"How baffled and utterly destroyed have all their attempts been, and how discomfited must they find themselves now with no political future before them    with the execrations of the Irish people piled upon their heads !",0.279,0.721,0,-0.8997
speech_00072,parnell_source_00306,1880,"Now this is to me a very disagreeable subject; it seems invidious, to say the least of it, to find fault with any committee or body which may act or is formed for the purpose of alleviating the distress in Ireland.",0.251,0.749,0,-0.902
speech_00052,parnell_source_00277,1886,"But if they have a Constitution they will be proportionately careful not to lose it, and every violent speech and every criminal action will be so many nails in the coffin of that Constitution .",0.298,0.599,0.102,-0.9035
speech_00070,parnell_source_00300,1880,"They must recollect that in Ireland, in the old times, the people had, from time to time, endeavoured to resist the oppression to which they were subjected by maiming the cattle, simply because they had no other way in which they could make their wrongs known.",0.244,0.756,0,-0.9042
speech_00053,parnell_source_00302,1886,"I admit that there is a small proportion who do  We have been doing our best of late to remove this fear, and we shall continue to do so  When this bill becomes an act we shall not cease to try to conciliate such Irishmen  No, sir, there is no shame or disgrace in this fear   that shame and disgrace belong to right honourable gentlemen and noble lords belonging to English political parties, who, for selfish interests of those political parties, try to stir up the almost expired embers of religious bigotry .",0.253,0.575,0.172,-0.9042
speech_00074,parnell_source_00324,1885,"Many persons were arrested, received the mockery of a trial, and were condemned to death.",0.55,0.45,0,-0.9042
speech_00078,parnell_source_00328,1885,"He knew that Mr. Patrick Nally never made anything but the most moderate speeches during the course of the Land League movement, and that no single passage of any of his speeches could be picked out which could by any possibility be interpreted or twisted into any incitement to crime or violence.",0.206,0.748,0.046,-0.9054
speech_00014,parnell_source_00060,1875,"In consequence of the hardships inflicted upon the man he was seized with paralysis, and the prison officials, acting upon the assumption that he was malingering, applied and thrust sharp instruments into the muscles of his legs.",0.294,0.706,0,-0.9062
speech_00041,parnell_source_00163,1876,"Mr Parnell, beginning to discuss Irish grievances, was met by some cries of derision from the ministerial benches, whereupon he moved the adjournment of the debate, which Mr Butt urged Mr Parnell to withdraw, a proposition the hon. member rejected with scorn.",0.271,0.729,0,-0.9081
speech_00053,parnell_source_00302,1886,"You will require everything you have had during these five years   I do not say it to inflame passion or awaken bitter memories   you have had during these five years suspension of the Habeas Corpus Act, you have had one thousand of your fellow subjects held in prison without specific charge, many of them for a long period of time, and some of them for very many months without trial, without your placing them on trial, and I think of all these thousand persons arrested under the coercion of the late Mr. Forster scarcely one dozen were put on their trial for any offence .",0.145,0.829,0.026,-0.9081
speech_00073,parnell_source_00321,1885,"Even obstruction and the traffic in votes are feeble instruments compared to the ""coercion"" of recalcitrant classes, which can only be brought about by the terrible sanctions, that crushed out opposition three years ago.",0.316,0.684,0,-0.9081
speech_00053,parnell_source_00282,1886,"I have not had the advantage of reading the correspondence; but the part of it which the right Gentleman quoted to prove that the linen trade was the curse of Ulster was one passage out of many letters intended to prove that the linen trade of Ireland had been a curse to Ulster, as it had been the means, not perhaps directly, but indirectly, of enabling the peasantry to pay the rack rents of the landlords, who otherwise could not have obtained them.",0.139,0.861,0,-0.9094
speech_00086,parnell_source_00340,1880,"We are not recommending a resort to physical force, but in the troubles, as years roll along, it is impossible to say what may come if there is not some justice, some redress for the wrongs of Ireland.",0.274,0.726,0,-0.9094
speech_00038,parnell_source_00148,1876,"Mr. Parnell asked the Home Secretary whether Condon was ""now a prisoner in Spike Island Convict Prison, and, if so, whether he had been handcuffed and chained in his cell during any portion of his imprisonment; and, if so, how often, and for how long a period, and for what reasons such punishment had been inflicted.""",0.2,0.8,0,-0.91
speech_00058,parnell_source_00288,1880,"I think it is the first time that a Minister of the Crown the Prime Minister the highest Minister of the Crown has set the evil and dangerous example of endeavouring, by a Resolution given without Notice, in an attempt to ward off by a Party and ill advised step what, no doubt, may seem to the Prime Minister to be a great evil I say that it is the first time that a Minister of the Crown has attempted to silence a Member of this House in this way.",0.194,0.739,0.068,-0.9118
speech_00053,parnell_source_00282,1886,"The overseer being irritated I will not say justly irritated, because it was absurd of him to be irritated by such a remark said, in reply, ""You will never earn a crust in these works again,"" meaning that the workman would be dismissed.",0.28,0.72,0,-0.912
speech_00053,parnell_source_00283,1886,"and the overseer irritated   I do not say justly irritated, because it was absurd for him to have been irritated by such a remark   said to the Orangeman ""You will never earn a crust on the works again,"" meaning that he was dismissed.",0.28,0.72,0,-0.912
speech_00053,parnell_source_00303,1886,"The overseer, being irritated   I will not say justly irritated because it was absurd of him to be irritated by such a remark   said in reply, ""You will never earn a crust in these works again,"" meaning that the workman would be dismissed.",0.28,0.72,0,-0.912
speech_00053,parnell_source_00283,1886,But if abuses do take place the Imperial Parliament may intervene in cases of grave emergency.,0.474,0.526,0,-0.9136
speech_00047,parnell_source_00199,1876,"Was it fair, after that man had had 10 years in penal servitude 10 years of discipline, which was given in order to effect reformation in the minds of thieves, murderers, and the worst of criminals was it fair to keep the man in imprisonment any longer?",0.252,0.672,0.075,-0.9153
speech_00047,parnell_source_00220,1876,"Was it fair that this man, who had now endured ten years of penal servitude   a punishment which was intended for the discipline and reformation of thieves and murderers   should be kept in prison any longer?",0.304,0.647,0.05,-0.9153
speech_00047,parnell_source_00222,1876,"Is it fair, after this man has had ten years in penal servitude   ten years of discipline, which is given in order to effect reformation in the minds of thieves, murderers, and the worst of criminals   is it fair to keep the man in imprisonment any longer?",0.252,0.672,0.075,-0.9153
speech_00047,parnell_source_00229,1876,"Is it fair, after this man has had ten years in penal servitude   ten years of discipline, which is given in order to effect reformation in the minds of thieves, murderers, and the worst of criminals   is it fair to keep the man in imprisonment any longer?",0.252,0.672,0.075,-0.9153
speech_00053,parnell_source_00283,1886,"He has sought, I think very unfairly, to cast a lurid light on the situation by allusion to THOSE UNHAPPY OUTRAGES IN KERRY.",0.431,0.569,0,-0.9163
speech_00061,parnell_source_00291,1880,"The Chief Secretary had, of course, the utmost desire to do all that was possible; but it was to be feared that the right hon. Gentleman did not know to the full the nature of the difficulties which were before him, and the magnitude of the crisis which was impending.",0.21,0.759,0.031,-0.9169
speech_00077,parnell_source_00327,1886,"He used it against his political opponents and against none other, and as a proof of that I would remind you that the 1,000 men who were arrested and kept, many of them for 20 months, in prison without trial   hardly two dozen of them were ever put upon their trial or accused of any offence    the cast majority of them were arrested for open speaking and for nothing else.",0.181,0.819,0,-0.9169
speech_00053,parnell_source_00302,1886,"The right hon gentleman wants to put a stop to them by resorting to the old methods of coercion which he and his friends have been using for the last eighty six years, but we say with the Prime Minister, ""try the effect of self government"" , and if Kerrymen then resort to outrage they will very soon find that the rest of Ireland will soon put a stop to these outrages .",0.188,0.787,0.026,-0.9186
speech_00047,parnell_source_00216,1876,"Hon. members might say ""No, no,"" but all know how hard it was for people, however well disposed, to rise superior to prejudice on all occasions, and he had no doubt that Devitt's nationality, together with the fact that Sergeant Brett had been shot in Manchester some time before, had an insensible, but none the less positive, effect on the mind of the judge.",0.255,0.656,0.088,-0.9187
speech_00014,parnell_source_00054,1875,"He afterwards took steps to obtain redress in a Court of Law; but on the medical officers making affidavits to the effect that they had simply applied to the man the tests usual in cases where it was suspected that paralysis was assumed and not real the Judge of the Court stopped the proceedings, and the man altogether failed to obtain the redress he sought.",0.18,0.82,0,-0.9209
speech_00014,parnell_source_00056,1875,"He afterwards took steps to obtain redress in a court of law, but on the medical officers making affidavits to the effect that they had simply applied to the man the tests usual in cases where it was suspected paralysis was assumed and not real, the judge stopped the proceedings, and the man altogether failed to obtain the redress he sought.",0.19,0.81,0,-0.9209
speech_00014,parnell_source_00060,1875,"He afterwards took steps to obtain redress in a court of law, but on the medical officers making affidavits to the effect that they had simply applied to the man the tests usual in cases where it was suspected that paralysis was assumed and not real, the Judge of the Court stopped proceedings, and the man altogether failed to obtain the redress he sought.",0.182,0.818,0,-0.9209
speech_00067,parnell_source_00297,1880,"In that shape, he felt confident that the Bill would produce more extermination and eviction in Ireland, more outrage and crime, than anything that had been done for 60 years.",0.353,0.573,0.073,-0.9219
speech_00047,parnell_source_00217,1876,"Mr. Parnell contended that if hon. members would read the full reports of the evidence they would see that several of the prisoners were convicted on insufficient testimony, especially Conder  and Maloney, who were charged with being concerned in the murder of Sergeant Brett.",0.268,0.732,0,-0.9231
speech_00076,parnell_source_00326,1886,"They have been obliged to stick to the land, and when they have been driven off it they have died in the workhouse, they have perished in rotten emigrant ships, and the remainder of them have found that home beyond the Atlantic which was denied to them in their own country.",0.221,0.779,0,-0.9231
speech_00053,parnell_source_00283,1886,"You have taken power to expel aliens from the country, you have renewed the Curfew law and blood money of your Norman conquerors, you have gagged the Press and seized and suppressed newspapers, you have manufactured now crimes and offences and applied fresh penalties unknown to your law.",0.295,0.667,0.038,-0.9246
speech_00038,parnell_source_00138,1876,"... MR. PARNELL asked the Secretary of State for the Home Department, Whether Edward O'Meagher Condon, an American citizen, is now a prisoner in Spike Island Convict Prison; and, if so, whether he has been handcuffed or chained in his cell during any portion of his imprisonment; and, if so, how often, and for how long a period, and for what reasons such punishment has been inflicted?",0.195,0.805,0,-0.926
speech_00038,parnell_source_00140,1876,"... I beg to ask the Secretary of State for the Home Department whether Edward O'Meagher Condon, an American citizen, is now a prisoner in Spike Island convict prison; and, if so, whether he has been handcuffed or chained in his cell during any portion of his imprisonment, and if so, how often and for how long, and for what reason such punishment has been inflicted?",0.197,0.803,0,-0.926
speech_00038,parnell_source_00143,1876,"... Mr. Parnell   I beg to ask the Secretary for the Home Department whether Edward O'Meagher Condon, an American citizen, is now a prisoner in Spike Island Convict Prison; and if so whether he has been handcuffed or chained in his cell during any portion of his imprisonment; and if so, how often and for how long a period, and for what reason, such punishment has been inflicted?",0.195,0.805,0,-0.926
speech_00038,parnell_source_00149,1876,"Mr Parnell asked the Home Secretary whether Edward O'Meagher Condon, an American citizen, was now a prisoner in Spike Island Convict Prison, and if so, whether he had been handcuffed or chained in his cell during any portion of his imprisonment, and if so, how often and for how long a period, and for what reasons such punishment had been inflicted.",0.212,0.788,0,-0.926
speech_00084,parnell_source_00338,1880,"We have pointed out that, although, as I have said before, Ireland is fertile and her climate good, yet the lands of Ireland, are, for the most part, only half or one third cultivated; that several millions of acres of that country is left entirely to waste, without any attempt at cultivation whatever; that the people engaged in agriculture are impoverished and discontented, and that every now and again famines sweep across the face of the country and carry away multitudes of starved wretches.",0.192,0.752,0.056,-0.9271
speech_00044,parnell_source_00185,1876,"But when they found, as had been proved that evening, that the authority of the Chancellor of the Exchequer was used to adulterate and disseminate a poisonous liquid amongst the people of Ireland, they must admit that the functions of the Chancellor of the Exchequer and of the Revenue Department were used to very bad purpose.",0.21,0.736,0.054,-0.9272
speech_00053,parnell_source_00282,1886,"Neither do I say that because for months past evictions have been more numerous in Kerry than in all the rest of Munster taken together neither do I say that that constitutes any excuse for these outrages, although it may supply us with a reason for them; but when I denounce outrages I denounce them in all parts of Ireland, whether they occur in Ulster or in Kerry.",0.203,0.781,0.016,-0.9287
speech_00053,parnell_source_00303,1886,"Neither do I say that because for months past evictions have been more numerous in Kerry than in all the rest of Munster taken together   neither do I say that that constitutes any excuse for these outrages, although it may supply us with a reason for them; but when I denounce outrages I denounce them in all parts of Ireland , whether they occur in Ulster or in Kerry.",0.203,0.781,0.016,-0.9287
speech_00047,parnell_source_00223,1876,"Referring to the two men who had been convicted of complicity in the Manchester murder, he gravely assured the House, on the strength of a book published by the United States Government, that there was no evidence at all against one of them, and he regretted the absence of Mr. Moore, the member for Tipperary, because that gentleman believes in his heart that neither of these convicts was guilty of the crime of which they had been convicted.",0.238,0.675,0.087,-0.93
speech_00070,parnell_source_00300,1880,"If the result should be that large numbers of evictions took place, and were followed by violent resistance to the police in carrying them out a course which, he must confess, he thought less criminal and less objectionable than assassination of landlords, or houghing of cattle then the right hon. Gentleman would have a responsibility which he thought no public man would desire to have.",0.23,0.734,0.035,-0.9306
speech_00004,parnell_source_00023,1875,"In the evil days of corruption, which destroyed the Independence of Ireland, he lost a great office, and refused a Peerage to oppose the fatal measure of Union.",0.453,0.45,0.097,-0.9325
speech_00017,parnell_source_00070,1875,A resolution was passed to the effect that it was unwise to pass upon political prisoners the same sentences that were imposed upon the ordinary class of prisoners indicted and convicted for criminal offences.,0.373,0.599,0.028,-0.9325
speech_00047,parnell_source_00208,1876,"Is it far, after this man has had ten years in penal servitude   ten years of discipline which is given in order to effect reformation in the minds of thieves, murderers, and the worst of criminals   is it fair to keep the man in imprisonment any longer?",0.258,0.704,0.039,-0.9337
speech_00047,parnell_source_00201,1876,"With regard to McCarthy, Chambers, and another, the three military prisoners, he had to urge that McCarthy was a brave soldier, who had fought well for England in many parts of the world, and he put it to hon members was it fair that after that man had ten years of penal servitude, ten years of the discipline intended to bring about a reformation in the minds and habits of thieves, murderers, and the worst of criminals, that he should be kept any longer in confinement.",0.202,0.723,0.075,-0.9349
speech_00050,parnell_source_00262,1886,"Although this was the ""only fault"" which the Dictator could find with Mr. O'Shea's public conduct, it was a ""fatal fault,"" a ""fatal blemish"" indeed.",0.458,0.542,0,-0.9349
speech_00061,parnell_source_00291,1880,It would be difficult to retrace any steps that might be taken after the mischief had happened and the people had died in large numbers of the famine fever which had broken out in many districts of the country.,0.309,0.691,0,-0.9349
speech_00077,parnell_source_00327,1886,"Ministers have got Coercion Acts from Parliament as the late Mr. Forster  got his Coercion Act   namely, on the promise that they should only be used against cattle maimers and against doers of evil deeds and of violence.",0.325,0.63,0.045,-0.9349
speech_00084,parnell_source_00338,1880,"NOW, THE REASON THAT NO MONEY WAS PAID by the Prussian state to the landlords was that it was a poor one; that it had no money to pay, and that it was not able to borrow any; but it did not allow its impecuniosity and bankrupt  to stand in the way of the welfare of its people or reduce them to starvation.",0.248,0.724,0.028,-0.9366
speech_00053,parnell_source_00302,1886,"You have fined the innocent for offences committed by the guilty; you have taken power to expel aliens from the country; you have revived the Curfew law and the blood money of the Norman conquerors; you have gagged the Press, suppressed newspapers, manufactured new crimes and offences, and imposed fresh penalties.",0.351,0.551,0.099,-0.9371
speech_00049,parnell_source_00238,1886,"When the Soudan war commenced Mr O'Kelly penetrated as far as Dongloa, where he was stricken down, having suffered from hunger and thirst and fever, and where he was arrested by order of Clifford Lloyd.",0.341,0.659,0,-0.9382
